hostname,keypath,type,valuename,username,path,text
ET715MSY,Classes\CLSID\{037BB880-2613-4F6E-9F84-9574CCA8DEAC}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{037BB880-2613-4F6E-9F84-9574CCA8DEAC}\InProcServer32\,C:\Windows\System32\LocationFramework.dll
ET715MSY,Classes\CLSID\{B345DB9D-2FBE-4267-ADA2-5EFBFBF9C42F}\InProcServer32,REG_SZ,,BUILTIN\Administrators,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{B345DB9D-2FBE-4267-ADA2-5EFBFBF9C42F}\InProcServer32\,C:\Program Files\Common Files\McAfee\PEF\CORE\PEFWebObjects.dll
ET715MSY,Classes\CLSID\{C01B9BA0-BEA7-41BA-B604-D0A36F469133}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{C01B9BA0-BEA7-41BA-B604-D0A36F469133}\InProcServer32\,C:\Windows\System32\wuapi.dll
ET715MSY,Classes\CLSID\{F0152790-D56E-4445-850E-4F3117DB740C}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{F0152790-D56E-4445-850E-4F3117DB740C}\InProcServer32\,%SystemRoot%\system32\remotepg.dll
ET715MSY,Classes\CLSID\{600f8139-d614-4700-bf13-b0ccf9818c73}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{600f8139-d614-4700-bf13-b0ccf9818c73}\InProcServer32\,C:\Windows\System32\Windows.UI.Immersive.dll
ET715MSY,Classes\CLSID\{62BE5D10-60EB-11d0-BD3B-00A0C911CE86}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{62BE5D10-60EB-11d0-BD3B-00A0C911CE86}\InProcServer32\,C:\Windows\System32\devenum.dll
ET715MSY,Classes\CLSID\{E2510970-F137-11CE-8B67-00AA00A3F1A6}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{E2510970-F137-11CE-8B67-00AA00A3F1A6}\InProcServer32\,C:\Windows\System32\qcap.dll
ET715MSY,Classes\CLSID\{f9bcb2f0-7df0-4a39-932e-bdef29dfb16b}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{f9bcb2f0-7df0-4a39-932e-bdef29dfb16b}\InProcServer32\,%SystemRoot%\system32\authui.dll
ET715MSY,Classes\CLSID\{EF7F04A5-461B-4E32-840D-5841AB00713C}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{EF7F04A5-461B-4E32-840D-5841AB00713C}\InProcServer32\,C:\Windows\System32\modernexecserver.dll
ET715MSY,Classes\CLSID\{2A6F3A80-5976-11D2-9524-0060081840BC}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{2A6F3A80-5976-11D2-9524-0060081840BC}\InProcServer32\,C:\Windows\System32\qedit.dll
ET715MSY,Classes\CLSID\{5268CCA1-1270-4B04-B155-BD0753440278}\InProcServer32,REG_SZ,,BUILTIN\Administrators,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{5268CCA1-1270-4B04-B155-BD0753440278}\InProcServer32\,c:\PROGRA~1\COMMON~1\mcafee\platform\mcuicfg.dll
ET715MSY,Wow6432Node\Classes\CLSID\{E2B71183-B72F-496A-8F5A-F1AC0D331471}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Wow6432Node\Classes\CLSID\{E2B71183-B72F-496A-8F5A-F1AC0D331471}\InProcServer32\,C:\Windows\SysWOW64\DevicePairingProxy.dll
ET715MSY,Classes\CLSID\{59899957-02f6-44ac-a369-7704e65a1364}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{59899957-02f6-44ac-a369-7704e65a1364}\InProcServer32\,%SystemRoot%\System32\mfmp4srcsnk.dll
ET715MSY,Classes\CLSID\{C41D0B30-A518-3093-A18F-364AF9E71EB7}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{C41D0B30-A518-3093-A18F-364AF9E71EB7}\InProcServer32\,C:\Windows\System32\mscoree.dll
ET715MSY,CurrentControlSet\Services\dmwappushservice\Parameters\,REG_EXPAND_SZ,ServiceDll,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\dmwappushservice\Parameters\ServiceDll,%SystemRoot%\system32\dmwappushsvc.dll
ET715MSY,Classes\CLSID\{03837526-098B-11D8-9414-505054503030}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{03837526-098B-11D8-9414-505054503030}\InProcServer32\,%SystemRoot%\System32\pla.dll
ET715MSY,Classes\CLSID\{BD24FF86-6723-47B6-9C73-DA362CA6418F}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{BD24FF86-6723-47B6-9C73-DA362CA6418F}\InProcServer32\,%SystemRoot%\System32\BackgroundMediaPolicy.dll
ET715MSY,Classes\CLSID\{92192FD8-C1CB-434B-A8E8-B7F3AC424EE4}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{92192FD8-C1CB-434B-A8E8-B7F3AC424EE4}\InProcServer32\,%SystemRoot%\System32\oobe\msoobedui.dll
ET715MSY,Classes\CLSID\{07F94112-A42E-328B-B508-702EF62BCC29}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{07F94112-A42E-328B-B508-702EF62BCC29}\InProcServer32\,C:\Windows\System32\mscoree.dll
ET715MSY,Classes\CLSID\{357b663c-d9fa-4188-99af-2943920f96c5}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{357b663c-d9fa-4188-99af-2943920f96c5}\InProcServer32\,%SystemRoot%\system32\cscui.dll
ET715MSY,Wow6432Node\Classes\CLSID\{13F6A0B6-57AF-4BA7-ACAA-614BC89CA9D7}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Wow6432Node\Classes\CLSID\{13F6A0B6-57AF-4BA7-ACAA-614BC89CA9D7}\InProcServer32\,C:\Windows\SysWOW64\ProximityCommon.dll
ET715MSY,Classes\CLSID\{6EDD6D74-C007-4E75-B76A-E5740995E24C}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{6EDD6D74-C007-4E75-B76A-E5740995E24C}\InProcServer32\,%SystemRoot%\System32\cmlua.dll
ET715MSY,Classes\CLSID\{7469AE5E-1CA1-4181-970C-BDFD8EAA2C4F}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{7469AE5E-1CA1-4181-970C-BDFD8EAA2C4F}\InProcServer32\,%SystemRoot%\system32\iassam.dll
ET715MSY,Classes\CLSID\{DD1484D0-5721-4525-99A6-087FC81975F8}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{DD1484D0-5721-4525-99A6-087FC81975F8}\InProcServer32\,C:\Windows\System32\TwinUI.dll
ET715MSY,Classes\CLSID\{2C1EAB37-9E2A-459A-821F-9C58036CF42D}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{2C1EAB37-9E2A-459A-821F-9C58036CF42D}\InProcServer32\,C:\Windows\System32\KeywordDetectorMsftSidAdapter.dll
ET715MSY,Classes\CLSID\{d92bd3b9-99a0-4334-a497-11bcb093e9d2}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{d92bd3b9-99a0-4334-a497-11bcb093e9d2}\InProcServer32\,%SystemRoot%\System32\explorerframe.dll
ET715MSY,Classes\CLSID\{2E8FCB18-A0EE-41AD-8EF8-77FB3A370CA5}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{2E8FCB18-A0EE-41AD-8EF8-77FB3A370CA5}\InProcServer32\,C:\Windows\System32\TwinUI.dll
ET715MSY,Classes\CLSID\{F6B96EDA-1A94-4476-A85F-4D3DC7B39C3F}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{F6B96EDA-1A94-4476-A85F-4D3DC7B39C3F}\InProcServer32\,C:\Windows\System32\psisdecd.dll
ET715MSY,Classes\CLSID\{AAC2B978-266D-48ae-AA28-60A3EBB872D0}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{AAC2B978-266D-48ae-AA28-60A3EBB872D0}\InProcServer32\,C:\Windows\System32\ieframe.dll
ET715MSY,Wow6432Node\Classes\CLSID\{A3367904-52A3-4A11-BF5B-1AB36EF51D1F}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Wow6432Node\Classes\CLSID\{A3367904-52A3-4A11-BF5B-1AB36EF51D1F}\InProcServer32\,C:\Windows\SysWOW64\\Windows.Internal.Management.dll
ET715MSY,Wow6432Node\Classes\CLSID\{60a90a2f-858d-42af-8929-82be9d99e8a1}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Wow6432Node\Classes\CLSID\{60a90a2f-858d-42af-8929-82be9d99e8a1}\InProcServer32\,C:\Windows\SysWOW64\uiautomationcore.dll
ET715MSY,Classes\CLSID\{8408B448-06CC-47A0-B482-BDAB666AF557}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{8408B448-06CC-47A0-B482-BDAB666AF557}\InProcServer32\,%SystemRoot%\system32\DeviceSetupStatusProvider.dll
ET715MSY,Classes\CLSID\{333C7BC4-460F-11D0-BC04-0080C7055A83}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{333C7BC4-460F-11D0-BC04-0080C7055A83}\InProcServer32\,C:\Windows\System32\tdc.ocx
ET715MSY,Classes\CLSID\{bf50b68e-29b8-4386-ae9c-9734d5117cd5}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{bf50b68e-29b8-4386-ae9c-9734d5117cd5}\InProcServer32\,%SystemRoot%\system32\explorerframe.dll
ET715MSY,Classes\CLSID\{B7BBD408-F09C-4aa8-B65E-A00B8FE0F0B9}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{B7BBD408-F09C-4aa8-B65E-A00B8FE0F0B9}\InProcServer32\,%SystemRoot%\system32\themeui.dll
ET715MSY,Classes\CLSID\{1CE75EE1-E27E-4D22-804F-C76D53192D55}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{1CE75EE1-E27E-4D22-804F-C76D53192D55}\InProcServer32\,%SystemRoot%\system32\SettingSync.dll
ET715MSY,Classes\CLSID\{72eb61e0-8672-4303-9175-f2e4c68b2e7c}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{72eb61e0-8672-4303-9175-f2e4c68b2e7c}\InProcServer32\,%SystemRoot%\system32\windows.storage.dll
ET715MSY,Classes\CLSID\{75587F04-6EFF-443e-BED5-637117299643}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{75587F04-6EFF-443e-BED5-637117299643}\InProcServer32\,%SystemRoot%\system32\daconn.dll
ET715MSY,Classes\CLSID\{99a73266-0cdf-4479-88af-1842cbaada22}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{99a73266-0cdf-4479-88af-1842cbaada22}\InProcServer32\,C:\Windows\System32\IME\IMEJP\imjpapi.dll
ET715MSY,Classes\CLSID\{BBC29D47-09E4-453E-9A08-B0AE77CAD120}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{BBC29D47-09E4-453E-9A08-B0AE77CAD120}\InProcServer32\,C:\Windows\System32\Windows.ApplicationModel.Background.SystemEventsBroker.dll
ET715MSY,Classes\CLSID\{3185a766-b338-11e4-a71e-12e3f512a338}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{3185a766-b338-11e4-a71e-12e3f512a338}\InProcServer32\,%SystemRoot%\System32\FlightSettings.dll
ET715MSY,Classes\CLSID\{62CE7E72-4C71-4D20-B15D-452831A87D9D}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{62CE7E72-4C71-4D20-B15D-452831A87D9D}\InProcServer32\,C:\Windows\System32\msmpeg2vdec.dll
ET715MSY,Classes\CLSID\{673DFE75-9F93-304F-ABA8-D2A86BA87D7C}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{673DFE75-9F93-304F-ABA8-D2A86BA87D7C}\InProcServer32\,C:\Windows\System32\mscoree.dll
ET715MSY,CurrentControlSet\Services\WinSock2\Parameters\Protocol_Catalog9\Catalog_Entries\000000000003\,REG_BINARY,PackedCatalogItem,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\WinSock2\Parameters\Protocol_Catalog9\Catalog_Entries\000000000003\PackedCatalogItem,%SystemRoot%\system32\mswsock.dll..................................................................................................................................................................................................................................................................._H..................................................................................@.%.S.y.s.t.e.m.R.o.o.t.%.\.S.y.s.t.e.m.3.2.\.m.s.w.s.o.c.k...d.l.l. .-.6.0.1.0.1...............................................................................................................................................................................................................................................................................................................................................................................................................................................
ET715MSY,Classes\CLSID\{00f26e02-e9f2-4a9f-9fdd-5a962fb26a98}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{00f26e02-e9f2-4a9f-9fdd-5a962fb26a98}\InProcServer32\,%ProgramFiles%\Windows Photo Viewer\PhotoAcq.dll
ET715MSY,Microsoft\Windows NT\CurrentVersion\Image File Execution Options\SystemSettings.exe\,REG_QWORD,MitigationOptions,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\SystemSettings.exe\MitigationOptions,4294967296
ET715MSY,Classes\CLSID\{BB64F8A7-BEE7-4E1A-AB8D-7D8273F7FDB6}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{BB64F8A7-BEE7-4E1A-AB8D-7D8273F7FDB6}\InProcServer32\,%SystemRoot%\System32\shdocvw.dll
ET715MSY,Classes\CLSID\{ED7BA470-8E54-465E-825C-99712043E01C}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{ED7BA470-8E54-465E-825C-99712043E01C}\InProcServer32\,%SystemRoot%\system32\shell32.dll
ET715MSY,Wow6432Node\Classes\CLSID\{9CDA66BE-3271-4723-8D35-DD834C58AD92}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Wow6432Node\Classes\CLSID\{9CDA66BE-3271-4723-8D35-DD834C58AD92}\InProcServer32\,C:\Windows\SysWOW64\ErrorDetailsUpdate.dll
ET715MSY,Classes\CLSID\{7007ACC1-3202-11D1-AAD2-00805FC1270E}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{7007ACC1-3202-11D1-AAD2-00805FC1270E}\InProcServer32\,%SystemRoot%\System32\netshell.dll
ET715MSY,Classes\CLSID\{06290BD5-48AA-11D2-8432-006008C3FBFC}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{06290BD5-48AA-11D2-8432-006008C3FBFC}\InProcServer32\,C:\Windows\System32\scrobj.dll
ET715MSY,Classes\CLSID\{da7e4657-8fa8-4b76-9a14-9bf380fa3738}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{da7e4657-8fa8-4b76-9a14-9bf380fa3738}\InProcServer32\,C:\Windows\System32\IME\SHARED\imesearchdll.dll
ET715MSY,CurrentControlSet\Services\Themes\Parameters\,REG_EXPAND_SZ,ServiceDll,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\Themes\Parameters\ServiceDll,%SystemRoot%\system32\themeservice.dll
ET715MSY,Classes\CLSID\{A973E7B2-131B-428E-8B2B-EAE73D731E98}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{A973E7B2-131B-428E-8B2B-EAE73D731E98}\InProcServer32\,%SystemRoot%\System32\actioncenter.dll
ET715MSY,Classes\CLSID\{C03E8512-781E-49a1-8190-CE902D0B2CE7}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{C03E8512-781E-49a1-8190-CE902D0B2CE7}\InProcServer32\,%SystemRoot%\system32\rasgcw.dll
ET715MSY,Classes\CLSID\{D9035152-6B1F-33E3-86F4-411CD21CDE0E}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{D9035152-6B1F-33E3-86F4-411CD21CDE0E}\InProcServer32\,C:\Windows\System32\mscoree.dll
ET715MSY,CurrentControlSet\Services\Wcmsvc\Parameters\,REG_EXPAND_SZ,ServiceDll,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\Wcmsvc\Parameters\ServiceDll,%SystemRoot%\System32\wcmsvc.dll
ET715MSY,Classes\CLSID\{70438d09-456a-4a6f-86fe-1c1a3afc699e}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{70438d09-456a-4a6f-86fe-1c1a3afc699e}\InProcServer32\,%SystemRoot%\system32\windows.storage.dll
ET715MSY,Classes\CLSID\{BED4D415-7971-4310-AA07-6AC15EA06ACC}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{BED4D415-7971-4310-AA07-6AC15EA06ACC}\InProcServer32\,%SystemRoot%\system32\winethc.dll
ET715MSY,Classes\CLSID\{00020424-0000-0000-C000-000000000046}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{00020424-0000-0000-C000-000000000046}\InProcServer32\,C:\Windows\System32\oleaut32.dll
ET715MSY,CurrentControlSet\Services\HidUsb\,REG_EXPAND_SZ,ImagePath,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\HidUsb\ImagePath,\SystemRoot\System32\drivers\hidusb.sys
ET715MSY,Classes\CLSID\{095D3BE1-A874-46A5-B989-AE43E3427E3C}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{095D3BE1-A874-46A5-B989-AE43E3427E3C}\InProcServer32\,%SystemRoot%\System32\NaturalLanguage6.dll
ET715MSY,CurrentControlSet\Services\mshidumdf\,REG_EXPAND_SZ,ImagePath,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\mshidumdf\ImagePath,\SystemRoot\System32\drivers\mshidumdf.sys
ET715MSY,Classes\CLSID\{1D428C79-6E2E-4351-A361-C0401A03A0BA}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{1D428C79-6E2E-4351-A361-C0401A03A0BA}\InProcServer32\,C:\Windows\System32\TSWorkspace.dll
ET715MSY,Classes\CLSID\{9D079FE7-A102-4F3F-AD2E-A2C88C851CEE}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{9D079FE7-A102-4F3F-AD2E-A2C88C851CEE}\InProcServer32\,C:\Windows\System32\MbaeApi.dll
ET715MSY,Classes\CLSID\{3050f6b3-98b5-11cf-bb82-00aa00bdce0b}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{3050f6b3-98b5-11cf-bb82-00aa00bdce0b}\InProcServer32\,C:\Windows\System32\mshtml.dll
ET715MSY,Classes\CLSID\{2df7b51e-797b-4d06-be71-d14a52cf8421}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{2df7b51e-797b-4d06-be71-d14a52cf8421}\InProcServer32\,%SystemRoot%\System32\mfsvr.dll
ET715MSY,Classes\CLSID\{19AD99AE-0DD2-495A-AAC4-015E479722FD}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{19AD99AE-0DD2-495A-AAC4-015E479722FD}\InProcServer32\,%SystemRoot%\System32\VscMgrPS.dll
ET715MSY,Classes\CLSID\{3A5B4772-7946-4E58-9310-B0D423749C1D}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{3A5B4772-7946-4E58-9310-B0D423749C1D}\InProcServer32\,%SystemRoot%\system32\sqlceoledb40.dll
ET715MSY,Classes\CLSID\{C5599E1B-FC7B-4883-9FF4-581BBAEF8DBA}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{C5599E1B-FC7B-4883-9FF4-581BBAEF8DBA}\InProcServer32\,C:\Windows\System32\fdBthProxy.dll
ET715MSY,Wow6432Node\Classes\CLSID\{92187326-72B4-11d0-A1AC-0000F8026977}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Wow6432Node\Classes\CLSID\{92187326-72B4-11d0-A1AC-0000F8026977}\InProcServer32\,C:\Windows\SysWOW64\gcdef.dll
ET715MSY,Classes\CLSID\{CD3AFA7D-B84F-48F0-9393-7EDC34128127}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{CD3AFA7D-B84F-48F0-9393-7EDC34128127}\InProcServer32\,%SystemRoot%\system32\wmp.dll
ET715MSY,CurrentControlSet\Services\netprofm\Parameters\,REG_EXPAND_SZ,ServiceDll,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\netprofm\Parameters\ServiceDll,%SystemRoot%\System32\netprofmsvc.dll
ET715MSY,Classes\CLSID\{B5F8FB3B-393F-4F7C-84CB-504924C2705A}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{B5F8FB3B-393F-4F7C-84CB-504924C2705A}\InProcServer32\,%SystemRoot%\system32\msctfp.dll
ET715MSY,Classes\CLSID\{2025BCB1-370E-4103-9C34-883770F7F2A0}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{2025BCB1-370E-4103-9C34-883770F7F2A0}\InProcServer32\,C:\Windows\System32\shell32.dll
ET715MSY,Classes\CLSID\{56E0B3FF-1E09-4c99-88B0-C5AAA22E4105}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{56E0B3FF-1E09-4c99-88B0-C5AAA22E4105}\InProcServer32\,C:\Windows\System32\SrhInproc.dll
ET715MSY,Classes\CLSID\{BBD8C065-5E6C-4e88-BFD7-BE3E6D1C063B}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{BBD8C065-5E6C-4e88-BFD7-BE3E6D1C063B}\InProcServer32\,%SystemRoot%\System32\shpafact.dll
ET715MSY,Classes\CLSID\{A7136BDF-B141-3913-9D1C-9BC5AFF21470}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{A7136BDF-B141-3913-9D1C-9BC5AFF21470}\InProcServer32\,C:\Windows\System32\mscoree.dll
ET715MSY,Wow6432Node\Classes\CLSID\{0977EEC5-10F7-44AE-A7FA-D4824EBA5C74}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Wow6432Node\Classes\CLSID\{0977EEC5-10F7-44AE-A7FA-D4824EBA5C74}\InProcServer32\,C:\Windows\SysWOW64\puiobj.dll
ET715MSY,Classes\CLSID\{173FD26E-B0F7-42BF-BFD0-D91DF64CC298}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{173FD26E-B0F7-42BF-BFD0-D91DF64CC298}\InProcServer32\,%SystemRoot%\System32\tpmvsc.dll
ET715MSY,Classes\CLSID\{6BC096DA-0CE6-11D1-BAAE-00C04FC2E20D}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{6BC096DA-0CE6-11D1-BAAE-00C04FC2E20D}\InProcServer32\,%SystemRoot%\system32\iasrad.dll
ET715MSY,Classes\CLSID\{76F363F2-7E9F-4ED7-A6A7-EE30351B6628}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{76F363F2-7E9F-4ED7-A6A7-EE30351B6628}\InProcServer32\,C:\Windows\System32\Dxtmsft.dll
